시군명,관할군구명,관할읍면동명,시공소재지위치,시공사정보,시행사정보,민간공공구분명,임대분양구분명,규모별면적(㎥),총분양가구수(개),당월미분양가구수(개),분양청약일자,입주예정일자,준공여부구분명,비고,위도,경도
평택시,,현덕면,경기도 평택시 현덕면 화양지구 7BL,㈜한화건설,교보자산신탁㈜,민간,분양,84.0,205,0.0,Oct-24,Aug-24,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 현덕면 화양지구 7BL,㈜한화건설,교보자산신탁㈜,민간,분양,84.0,363,4.0,Oct-24,Aug-24,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 현덕면 화양지구 7BL,㈜한화건설,교보자산신탁㈜,민간,분양,99.0,146,0.0,Oct-24,Aug-24,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 현덕면 화양지구 5BL,현대엔지니어링㈜,신한자산신탁㈜,민간,분양,72.0,149,1.0,Nov-24,Aug-24,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 현덕면 화양지구 5BL,현대엔지니어링㈜,신한자산신탁㈜,민간,분양,76.0,76,1.0,Nov-24,Aug-24,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 현덕면 화양지구 5BL,현대엔지니어링㈜,신한자산신탁㈜,민간,분양,84.0,929,12.0,Nov-24,Aug-24,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 현덕면 화양지구 5BL,현대엔지니어링㈜,신한자산신탁㈜,민간,분양,84.0,315,35.0,Nov-24,Aug-24,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 현덕면 화양지구 5BL,현대엔지니어링㈜,신한자산신탁㈜,민간,분양,84.0,102,22.0,Nov-24,Aug-24,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 현덕면,미공개,미공개,민간,분양,84.0,530,512.0,Feb-24,Aug-24,미준공,,36.9449799,126.9322677
평택시,,현덕면,경기도 평택시 현덕면,미공개,미공개,민간,분양,84.0,139,126.0,Feb-24,Aug-24,미준공,,36.9449799,126.9322677
평택시,,현덕면,경기도 평택시 현덕면,미공개,미공개,민간,분양,107.0,84,47.0,Feb-24,Aug-24,미준공,,36.9449799,126.9322677
평택시,,가재동,경기도 평택시 가재지구 2bl,제일건설㈜,㈜씨지주택,민간,분양,84.0,819,32.0,Jun-24,May-24,미준공,,37.0402892,127.0737921
평택시,,가재동,경기도 평택시 가재지구 2bl,제일건설㈜,㈜씨지주택,민간,분양,84.0,162,7.0,Jun-24,May-24,미준공,,37.0402892,127.0737921
평택시,,가재동,경기도 평택시 가재지구 2bl,제일건설㈜,㈜씨지주택,민간,분양,103.0,171,1.0,Jun-24,May-24,미준공,,37.0402892,127.0737921
평택시,,현덕면,경기도 평택시 현덕면 화양지구 9-1bl,㈜신영씨앤디,신영화양지구개발피에프브이,민간,분양,84.0,341,307.0,May-24,Apr-24,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 현덕면 화양지구 9-1bl,㈜신영씨앤디,신영화양지구개발피에프브이,민간,분양,84.0,300,273.0,May-24,Apr-24,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 현덕면 화양지구 9-1bl,㈜신영씨앤디,신영화양지구개발피에프브이,민간,분양,84.0,112,100.0,May-24,Apr-24,미준공,,36.9748222,126.906089
평택시,,현덕면,경기도 평택시 현덕면 화양지구 9-1bl,㈜신영씨앤디,신영화양지구개발피에프브이,민간,분양,84.0,246,229.0,May-24,Apr-24,미준공,,36.9748222,126.906089
평택시,,도일동,,비공개,비공개,민간,분양,59.0,465,15.0,,Nov-26,미준공,,,
평택시,,도일동,,비공개,비공개,민간,분양,59.0,103,32.0,,Nov-26,미준공,,,
평택시,,도일동,,비공개,비공개,민간,분양,84.0,1051,731.0,,Nov-26,미준공,,,
평택시,,도일동,,비공개,비공개,민간,분양,84.0,204,126.0,,Nov-26,미준공,,,
평택시,,도일동,,비공개,비공개,민간,분양,84.0,157,119.0,,Nov-26,미준공,,,
평택시,,가재동,경기도 평택시 가재동 450-2,쌍용건설㈜,평택가재피에프비이,민간,분양,84.0,896,0.0,,Jan-27,미준공,,37.0448326,127.0741215
평택시,,가재동,경기도 평택시 가재동 450-2,쌍용건설㈜,평택가재피에프비이,민간,분양,84.0,114,0.0,,Jan-27,미준공,,37.0448326,127.0741215
평택시,,가재동,경기도 평택시 가재동 450-2,쌍용건설㈜,평택가재피에프비이,민간,분양,113.0,330,15.0,,Jan-27,미준공,,37.0448326,127.0741215
평택시,,장안동,경기도 평택시 장안동,㈜대광건영,브레인시티5피에프브이㈜,민간,분양,59.0,234,5.0,,Nov-26,미준공,,37.0584351,127.0859185
평택시,,장안동,경기도 평택시 장안동,㈜대광건영,브레인시티5피에프브이㈜,민간,분양,59.0,104,5.0,,Nov-26,미준공,,37.0584351,127.0859185
포천시,,군내면,경기도 포천시 군내면 용정리 475-1,㈜대광건영,포천대광지역주택조합,민간,분양,59.0,59,10.0,Aug-24,Aug-24,준공,,37.8820365,127.2003612
포천시,,군내면,경기도 포천시 군내면 용정리 475-1,㈜대광건영,포천대광지역주택조합,민간,분양,84.0,57,31.0,Aug-24,Aug-24,준공,,37.8820365,127.2003612
포천시,,군내면,경기도 포천시 군내면 용정리 475-1,㈜대광건영,포천대광지역주택조합,민간,분양,84.0,10,7.0,Aug-24,Aug-24,준공,,37.8820365,127.2003612
포천시,,군내면,경기도 포천시 군내면 용정리 475-1,㈜대광건영,포천대광지역주택조합,민간,분양,59.0,37,18.0,Aug-24,Aug-24,준공,,37.8820365,127.2003612
포천시,,군내면,경기도 포천시 군내면 용정리 475-1,㈜대광건영,포천대광지역주택조합,민간,분양,59.0,52,17.0,Aug-24,Aug-24,준공,,37.8820365,127.2003612
하남시,,망월동,경기도 하남시 망월동 미사지구 C1,㈜동양건설산업,㈜하남파라곤,민간,분양,195.0,2,2.0,May-24,Jul-24,준공,,37.563118,127.192932
화성시,,반송동,경기도 화성시 반송동 동탄택지개발지구16-3블럭외 2,㈜동양건설산업,우**외3인,민간,분양,173.0,66,8.0,Jun-24,Nov-24,준공,,37.2040251,127.066971
화성시,,반송동,경기도 화성시 반송동 동탄택지개발지구16-3블럭외 2,㈜동양건설산업,우**외3인,민간,분양,192.0,42,9.0,Jun-24,Nov-24,준공,,37.2040251,127.066971
화성시,,반송동,경기도 화성시 반송동 동탄택지개발지구16-3블럭외 2,㈜동양건설산업,우**외3인,민간,분양,201.0,70,6.0,Jun-24,Nov-24,준공,,37.2040251,127.066971
화성시,,우정읍,경기도 화성시 조암리 453-2번지,㈜군장종합건설,대한토지신탁,민간,분양,79.97,33,13.0,Sep-24,Nov-24,준공,,37.0833959,126.8104386
화성시,,오산동,경기도 화성시 오산동 동탄2택지개발지구 업무복합3BL,㈜유림E&C,㈜하나자산신탁,민간,분양,96.58,92,1.0,Aug-24,Oct-24,준공,,37.12983699999999,126.9164599
화성시,,오산동,경기도 화성시 오산동 동탄2택지개발지구 16BL,에이치엔아이엔씨㈜,코리아신탁(주),민간,분양,97.0,2,1.0,May-24,Oct-24,미준공,,37.12983699999999,126.9164599
화성시,,오산동,경기도 화성시 오산동 동탄2택지개발지구 16BL,에이치엔아이엔씨㈜,코리아신탁(주),민간,분양,155.0,2,1.0,May-24,Oct-24,미준공,,37.12983699999999,126.9164599
화성시,,오산동,경기도 화성시 오산동 동탄2택지개발지구 16BL,에이치엔아이엔씨㈜,코리아신탁(주),민간,분양,155.0,2,1.0,May-24,Oct-24,미준공,,37.12983699999999,126.9164599
화성시,,새솔동,경기도 화성시  새솔동 송산그린시티 EAA10BL 모아미래도,㈜모아종합건설,㈜미래도건설,민간,분양,84.99,315,1.0,Mar-24,Jun-24,준공,,37.286886,126.8209242
화성시,,새솔동,경기도 화성시  새솔동 송산그린시티 EAA10BL 모아미래도,㈜모아종합건설,㈜미래도건설,민간,분양,99.99,76,1.0,Mar-24,Jun-24,준공,,37.286886,126.8209242
화성시,,봉담읍,경기도 화성시 봉담읍 상리 25-52,㈜대창기업,㈜한국토지신탁,민간,분양,13.31,176,76.0,Feb-24,Feb-24,준공,,37.2187183,126.9481127
화성시,,봉담읍,경기도 화성시 봉담읍 상리 25-52,㈜대창기업,㈜한국토지신탁,민간,분양,13.25,16,9.0,Feb-24,Feb-24,준공,,37.2187183,126.9481127
화성시,,봉담읍,경기도 화성시 봉담읍 상리 25-52,㈜대창기업,㈜한국토지신탁,민간,분양,13.2,16,9.0,Feb-24,Feb-24,준공,,37.2187183,126.9481127
화성시,,봉담읍,경기도 화성시 봉담읍 상리 25-52,㈜대창기업,㈜한국토지신탁,민간,분양,13.91,48,36.0,Feb-24,Feb-24,준공,,37.2187183,126.9481127
화성시,,봉담읍,경기도 화성시 봉담읍 상리 25-52,㈜대창기업,㈜한국토지신탁,민간,분양,13.78,16,16.0,Feb-24,Feb-24,준공,,37.2187183,126.9481127
화성시,,우정읍,경기도 화성시 조암리 453-2번지,㈜군장종합건설,대한토지신탁,민간,분양,59.9,145,35.0,Sep-24,Nov-24,준공,,37.0833959,126.8104386
화성시,,우정읍,경기도 화성시 조암리 453-2번지,㈜군장종합건설,대한토지신탁,민간,분양,59.98,37,15.0,Sep-24,Nov-24,준공,,37.0833959,126.8104386
화성시,,우정읍,경기도 화성시 조암리 453-2번지,㈜군장종합건설,대한토지신탁,민간,분양,79.92,9,4.0,Sep-24,Nov-24,준공,,37.0833959,126.8104386
화성시,,반송동,경기도 화성시 반송동 동탄택지개발지구16-3블럭외 2,㈜동양건설산업,우**외3인,민간,분양,170.0,46,6.0,Jun-24,Nov-24,준공,,37.2040251,127.066971
화성시,,반송동,경기도 화성시 반송동 동탄택지개발지구16-3블럭외 2,㈜동양건설산업,우**외3인,민간,분양,159.0,42,1.0,Jun-24,Nov-24,준공,,37.2040251,127.066971
화성시,,향남읍,경기도 화성시 향남읍 상신지구 A1-1블럭,(주)한양,코리아신탁(주),민간,분양,84.0,12,5.0,May-24,Feb-24,미준공,,37.0987294,126.902601
화성시,,향남읍,경기도 화성시 향남읍 상신지구 A1-1블럭,(주)한양,코리아신탁(주),민간,분양,84.0,10,2.0,May-24,Feb-24,미준공,,37.0987294,126.902601
화성시,,향남읍,경기도 화성시 향남읍 상신지구 A1-1블럭,(주)한양,코리아신탁(주),민간,분양,84.0,97,4.0,May-24,Feb-24,미준공,,37.0987294,126.902601
화성시,,향남읍,경기도 화성시 향남읍 상신지구 A1-1블럭,(주)한양,코리아신탁(주),민간,분양,61.0,63,5.0,May-24,Feb-24,미준공,,37.0987294,126.902601
화성시,,오산동,경기도 화성시 오산동 동탄2택지개발지구 업무복합3BL,㈜유림E&C,㈜하나자산신탁,민간,분양,84.61,44,1.0,Aug-24,Oct-24,준공,,37.12983699999999,126.9164599
