시군명,관할군구명,관할읍면동명,시공소재지위치,시공사정보,시행사정보,민간공공구분명,임대분양구분명,규모별면적(㎥),총분양가구수(개),당월미분양가구수(개),분양청약일자,입주예정일자,준공여부구분명,비고,위도,경도
안성시,,공도읍,경기도 안성시 공도읍 진사리 33번지 일원,효성중공업㈜,우리자산신탁㈜,민간,분양,74.98,161,1.0,May-24,Mar-24,미준공,,36.9905475,127.1359561
안성시,,공도읍,경기도 안성시 공도읍 진사리 29-13번지 일원,효성중공업㈜,우리자산신탁㈜,민간,분양,100.97,37,1.0,May-24,Mar-24,미준공,,36.9920826,127.1371196
안성시,,공도읍,경기도 안성시 공도읍 진사리 29-13번지 일원,효성중공업㈜,우리자산신탁㈜,민간,분양,84.97,121,10.0,May-24,Mar-24,미준공,,36.9920826,127.1371196
안성시,,공도읍,경기도 안성시 공도읍 진사리 29-13번지 일원,효성중공업㈜,우리자산신탁㈜,민간,분양,84.98,105,24.0,May-24,Mar-24,미준공,,36.9920826,127.1371196
안성시,,공도읍,경기도 안성시 공도읍 진사리 29-13번지 일원,효성중공업㈜,우리자산신탁㈜,민간,분양,74.98,92,2.0,May-24,Mar-24,미준공,,36.9920826,127.1371196
안성시,,공도읍,경기도 안성시 공도읍 양기리 302-2번지,"우방산업㈜, ㈜태길종합건설, 동아건설산업㈜","우방산업㈜, ㈜태길종합건설, 동아건설산업㈜",민간,분양,148.93,2,2.0,Feb-24,Oct-24,미준공,,37.0060957,127.1996815
안성시,,공도읍,경기도 안성시 공도읍 양기리 302-2번지,"우방산업㈜, ㈜태길종합건설, 동아건설산업㈜","우방산업㈜, ㈜태길종합건설, 동아건설산업㈜",민간,분양,84.96,265,0.0,Jan-24,Jan-24,미준공,,37.0060957,127.1996815
안성시,,공도읍,경기도 안성시 공도읍 양기리 302-2번지,"우방산업㈜, ㈜태길종합건설, 동아건설산업㈜","우방산업㈜, ㈜태길종합건설, 동아건설산업㈜",민간,분양,84.94,681,0.0,Jan-24,Jan-24,미준공,,37.0060957,127.1996815
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,투탑건설㈜,석수리버하임,민간,분양,42.0,2,2.0,Feb-24,Oct-24,미준공,,37.3739765,126.9532022
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,투탑건설㈜,석수리버하임,민간,분양,40.0,2,2.0,Feb-24,Oct-24,미준공,,37.3739765,126.9532022
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,투탑건설㈜,석수리버하임,민간,분양,49.0,10,10.0,Feb-24,Oct-24,미준공,,37.3739765,126.9532022
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,투탑건설㈜,석수리버하임,민간,분양,48.0,10,10.0,Feb-24,Oct-24,미준공,,37.3739765,126.9532022
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,투탑건설㈜,석수리버하임,민간,분양,49.0,10,10.0,Feb-24,Oct-24,미준공,,37.3739765,126.9532022
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,투탑건설㈜,석수리버하임,민간,분양,49.0,10,10.0,Feb-24,Oct-24,미준공,,37.3739765,126.9532022
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,투탑건설㈜,석수리버하임,민간,분양,49.0,5,5.0,Feb-24,Oct-24,미준공,,37.3739765,126.9532022
안양시,,동안구,경기도 안양시 동안구 호계동 992-1번지,디엘이앤씨㈜,덕현지구 주택재개발정비사업조합,민간,분양,36.0,24,2.0,Dec-24,Nov-24,준공,,37.3740945,126.9608981
안양시,,동안구,경기도 안양시 동안구 호계동 992-1번지,디엘이앤씨㈜,덕현지구 주택재개발정비사업조합,민간,분양,45.0,90,0.0,Dec-24,Nov-24,준공,,37.3740945,126.9608981
안양시,,동안구,경기도 안양시 동안구 호계동 992-1번지,디엘이앤씨㈜,덕현지구 주택재개발정비사업조합,민간,분양,59.0,523,0.0,Dec-24,Nov-24,준공,,37.3740945,126.9608981
안양시,,동안구,경기도 안양시 동안구 호계동 992-1번지,디엘이앤씨㈜,덕현지구 주택재개발정비사업조합,민간,분양,59.0,311,0.0,Dec-24,Nov-24,준공,,37.3740945,126.9608981
안양시,,동안구,경기도 안양시 동안구 호계동 992-1번지,디엘이앤씨㈜,덕현지구 주택재개발정비사업조합,민간,분양,59.0,72,0.0,Dec-24,Nov-24,준공,,37.3740945,126.9608981
안양시,,동안구,경기도 안양시 동안구 호계동 992-1번지,디엘이앤씨㈜,덕현지구 주택재개발정비사업조합,민간,분양,72.0,152,0.0,Dec-24,Nov-24,준공,,37.3740945,126.9608981
안양시,,동안구,경기도 안양시 동안구 호계동 992-1번지,디엘이앤씨㈜,덕현지구 주택재개발정비사업조합,민간,분양,84.0,30,0.0,Dec-24,Nov-24,준공,,37.3740945,126.9608981
안양시,,동안구,경기도 안양시 동안구 호계동 992-1번지,디엘이앤씨㈜,덕현지구 주택재개발정비사업조합,민간,분양,84.0,26,0.0,Dec-24,Nov-24,준공,,37.3740945,126.9608981
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,투탑건설㈜,석수리버하임,민간,분양,40.0,2,2.0,Feb-24,Oct-24,미준공,,37.3739765,126.9532022
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,디엘건설㈜,㈜케이티앤지,민간,분양,98.0,59,0.0,Feb-24,Oct-24,미준공,,37.3739765,126.9532022
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,디엘건설㈜,㈜케이티앤지,민간,분양,84.0,56,0.0,Feb-24,Oct-24,미준공,,37.3739765,126.9532022
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,디엘건설㈜,㈜케이티앤지,민간,분양,84.0,17,0.0,Feb-24,Oct-24,미준공,,37.3739765,126.9532022
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,디엘건설㈜,㈜케이티앤지,민간,분양,84.0,55,0.0,Feb-24,Oct-24,미준공,,37.3739765,126.9532022
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,디엘건설㈜,㈜케이티앤지,민간,분양,79.0,37,1.0,Feb-24,Oct-24,미준공,,37.3739765,126.9532022
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,디엘건설㈜,㈜케이티앤지,민간,분양,74.0,18,0.0,Feb-24,Oct-24,미준공,,37.3739765,126.9532022
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,디엘건설㈜,㈜케이티앤지,민간,분양,74.0,27,0.0,Feb-24,Oct-24,미준공,,37.3739765,126.9532022
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,디엘건설㈜,㈜케이티앤지,민간,분양,59.0,189,0.0,Feb-24,Oct-24,미준공,,37.3739765,126.9532022
안양시,,동안구,경기도 안양시 동안구 호계동 533-3번지,투탑건설㈜,석수리버하임,민간,분양,49.0,10,10.0,Feb-24,Oct-24,미준공,,37.3739765,126.9532022
양주시,,화정동,경기도 양주시 화정동 194-1,에이치엘디앤아이한라(주),㈜무궁화신탁,민간,분양,78.0,114,114.0,Nov-24,Dec-24,미준공,,37.3571977,126.8291074
양주시,,화정동,경기도 양주시 화정동 194-1,에이치엘디앤아이한라(주),㈜무궁화신탁,민간,분양,78.0,65,65.0,Nov-24,Dec-24,미준공,,37.3571977,126.8291074
양주시,,화정동,경기도 양주시 화정동 194-1,에이치엘디앤아이한라(주),㈜무궁화신탁,민간,분양,84.0,184,184.0,Nov-24,Dec-24,미준공,,37.3571977,126.8291074
양주시,,화정동,경기도 양주시 화정동 194-1,에이치엘디앤아이한라(주),㈜무궁화신탁,민간,분양,84.0,64,64.0,Nov-24,Dec-24,미준공,,37.3571977,126.8291074
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-1BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.0,38,2.0,Nov-24,Mar-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-1BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.0,38,14.0,Nov-24,Mar-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-1BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.565,15,10.0,Nov-24,Mar-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-1BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.0,15,2.0,Nov-24,Mar-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-1BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.0,10,1.0,Nov-24,Mar-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-1BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.0,10,0.0,Nov-24,Mar-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-1BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.0,3,3.0,Nov-24,Mar-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-1BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.0,3,3.0,Nov-24,Mar-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-1BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.0,3,3.0,Nov-24,Mar-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-1BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.0,3,3.0,Nov-24,Mar-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-2BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.68,17,8.0,Nov-24,Mar-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-2BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.68,21,1.0,Nov-24,Mar-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-2BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.68,8,5.0,Nov-24,Mar-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-2BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.68,8,7.0,Nov-24,Mar-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-2BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.34,8,6.0,Nov-24,Mar-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-2BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.68,8,7.0,Nov-24,Mar-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-3BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.46,48,3.0,Nov-24,Mar-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-3BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.46,48,0.0,Nov-24,Mar-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-3BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.46,6,2.0,Nov-24,Mar-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-3BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.46,6,2.0,Nov-24,Mar-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-3BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.46,5,4.0,Nov-24,Mar-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구D-3BL,㈜케이씨씨건설,㈜하나자신탁,민간,분양,84.46,5,2.0,Nov-24,Mar-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,16,9.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,20,10.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,10,0.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,8,3.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,11,9.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,20,10.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,3,0.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,5,0.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,4,2.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,5,4.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,4,1.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,5,5.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,5,0.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-5BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,6,0.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,34,13.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,18,14.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.96,3,0.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,18,14.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,19,14.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.96,6,3.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.96,8,,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,17,0.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,25,0.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,25,0.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,6,0.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,6,0.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-6BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,1,0.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-7BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,33,12.0,May-24,Jun-24,미준공,,37.8236363,127.0890726
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-7BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,35,14.0,May-24,Jun-24,미준공,,37.8236363,127.0890726
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-7BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,4,0.0,May-24,Jun-24,미준공,,37.8236363,127.0890726
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-7BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,5,1.0,May-24,Jun-24,미준공,,37.8236363,127.0890726
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-7BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,16,10.0,May-24,Jun-24,미준공,,37.8236363,127.0890726
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-7BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.96,34,11.0,May-24,Jun-24,미준공,,37.8236363,127.0890726
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-7BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.96,4,1.0,May-24,Jun-24,미준공,,37.8236363,127.0890726
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-7BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,7,2.0,May-24,Jun-24,미준공,,37.8236363,127.0890726
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-7BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.97,17,0.0,May-24,Jun-24,미준공,,37.8236363,127.0890726
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-7BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.96,2,0.0,May-24,Jun-24,미준공,,37.8236363,127.0890726
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-7BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.96,3,,May-24,Jun-24,미준공,,37.8236363,127.0890726
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-8BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,13,0.0,May-24,Jun-24,미준공,,37.8236363,127.0890726
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-8BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,13,0.0,May-24,Jun-24,미준공,,37.8236363,127.0890726
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-8BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,8,0.0,May-24,Jun-24,미준공,,37.8236363,127.0890726
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-8BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,11,0.0,May-24,Jun-24,미준공,,37.8236363,127.0890726
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-8BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,3,0.0,May-24,Jun-24,미준공,,37.8236363,127.0890726
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-8BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,3,0.0,May-24,Jun-24,미준공,,37.8236363,127.0890726
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-8BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,4,0.0,May-24,Jun-24,미준공,,37.8236363,127.0890726
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-8BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,3,1.0,May-24,Jun-24,미준공,,37.8236363,127.0890726
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-8BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,2,0.0,May-24,Jun-24,미준공,,37.8236363,127.0890726
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-10BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,13,0.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-10BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,25,0.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-10BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,8,0.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-10BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,25,0.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양주시,,옥정동,경기도 양주시 옥정동 옥정지구B-10BL,㈜현대건설,㈜무궁화신탁,민간,분양,84.0,4,1.0,May-24,Jun-24,미준공,,37.8194982,127.1044777
양평군,,양평읍,경기도 양평군 양평읍 공흥리 418,일신건영주식회사,코리아신탁㈜,민간,분양,84.0,48,35.0,Jun-24,Feb-24,미준공,,37.489323,127.504398
양평군,,양서면,경기도 양평군 양서면 용담리 704 (에델바움),대의건설,국제자산신탁㈜,민간,분양,58.0,44,1.0,Nov-24,Nov-24,준공,,37.5433887,127.3254871
양평군,,양평읍,경기도 양평군 양평읍 공흥리 418,일신건영주식회사,코리아신탁㈜,민간,분양,84.0,191,40.0,Jun-24,Feb-24,미준공,,37.489323,127.504398
양평군,,양평읍,경기도 양평군 양평읍 공흥리 418,일신건영주식회사,코리아신탁㈜,민간,분양,74.0,14,0.0,Jun-24,Feb-24,미준공,,37.489323,127.504398
양평군,,양평읍,경기도 양평군 양평읍 공흥리 418,일신건영주식회사,코리아신탁㈜,민간,분양,74.0,20,2.0,Jun-24,Feb-24,미준공,,37.489323,127.504398
양평군,,양평읍,경기도 양평군 양평읍 공흥리 418,일신건영주식회사,코리아신탁㈜,민간,분양,74.0,64,3.0,Jun-24,Feb-24,미준공,,37.489323,127.504398
양평군,,양평읍,경기도 양평군 덕평리 661-7,코오롱글로벌㈜,양평덕평지구지역주택조합,민간,분양,74.0,83,62.0,May-24,Mar-24,미준공,,37.5007321,127.4812385
양평군,,양평읍,경기도 양평군 덕평리 661-7,코오롱글로벌㈜,양평덕평지구지역주택조합,민간,분양,74.0,37,27.0,May-24,Mar-24,미준공,,37.5007321,127.4812385
양평군,,양평읍,경기도 양평군 덕평리 661-7,코오롱글로벌㈜,양평덕평지구지역주택조합,민간,분양,59.0,3,2.0,May-24,Mar-24,미준공,,37.5007321,127.4812385
양평군,,양평읍,경기도 양평군 덕평리 661-7,코오롱글로벌㈜,양평덕평지구지역주택조합,민간,분양,59.0,77,61.0,May-24,Mar-24,미준공,,37.5007321,127.4812385
양평군,,양서면,경기도 양평군 양서면 용담리 704 (에델바움),대의건설,국제자산신탁㈜,민간,분양,51.0,1,1.0,Nov-24,Nov-24,준공,,37.5433887,127.3254871
양평군,,양서면,경기도 양평군 양서면 용담리 704 (에델바움),대의건설,국제자산신탁㈜,민간,분양,45.0,1,1.0,Nov-24,Nov-24,준공,,37.5433887,127.3254871
양평군,,양서면,경기도 양평군 양서면 용담리 704 (에델바움),대의건설,국제자산신탁㈜,민간,분양,58.0,2,1.0,Nov-24,Nov-24,준공,,37.5433887,127.3254871
양평군,,양서면,경기도 양평군 양서면 용담리 704 (에델바움),대의건설,국제자산신탁㈜,민간,분양,58.0,2,1.0,Nov-24,Nov-24,준공,,37.5433887,127.3254871
양평군,,양평읍,경기도 양평군 양평읍 공흥리 418,일신건영주식회사,코리아신탁㈜,민간,분양,84.0,69,40.0,Jun-24,Feb-24,미준공,,37.489323,127.504398
여주시,,교동,경기도 여주군 교동 500-118번지,GS건설㈜,㈜엘에스디,민간,분양,99.0,52,7.0,May-24,Jun-24,미준공,,37.276928,127.628421
여주시,,교동,경기도 여주군 교동 500-118번지,GS건설㈜,㈜엘에스디,민간,분양,136.0,2,1.0,May-24,Jun-24,미준공,,37.276928,127.628421
여주시,,교동,경기도 여주군 교동 500-118번지,GS건설㈜,㈜엘에스디,민간,분양,99.0,52,0.0,May-24,Jun-24,미준공,,37.276928,127.628421
여주시,,교동,경기도 여주군 교동 500-118번지,GS건설㈜,㈜엘에스디,민간,분양,84.0,248,5.0,May-24,Jun-24,미준공,,37.276928,127.628421
여주시,,교동,경기도 여주군 교동 500-118번지,GS건설㈜,㈜엘에스디,민간,분양,84.0,249,0.0,May-24,Jun-24,미준공,,37.276928,127.628421
여주시,,교동,경기도 여주군 교동 500-118번지,GS건설㈜,㈜엘에스디,민간,분양,59.0,81,0.0,May-24,Jun-24,미준공,,37.276928,127.628421
여주시,,교동,경기도 여주군 교동 500-118번지,GS건설㈜,㈜엘에스디,민간,분양,59.0,85,0.0,May-24,Jun-24,미준공,,37.276928,127.628421
연천군,,전곡읍,경기도 연천군 전곡읍 전곡리 85-12,제일건설㈜,보라산업개발주식회사,민간,분양,84.98,147,3.0,Apr-24,Dec-24,미준공,,38.012476,127.0699133
연천군,,전곡읍,경기도 연천군 전곡읍 전곡리 85-12,제일건설㈜,보라산업개발주식회사,민간,분양,84.94,445,6.0,Apr-24,Dec-24,미준공,,38.012476,127.0699133
연천군,,전곡읍,경기도 연천군 전곡읍 전곡리 85-12,제일건설㈜,보라산업개발주식회사,민간,분양,220.4,2,1.0,Apr-24,Dec-24,미준공,,38.012476,127.0699133
연천군,,전곡읍,경기도 연천군 전곡읍 전곡리 85-12,제일건설㈜,보라산업개발주식회사,민간,분양,109.71,45,8.0,Apr-24,Dec-24,미준공,,38.012476,127.0699133
연천군,,전곡읍,경기도 연천군 전곡읍 전곡리 85-12,제일건설㈜,보라산업개발주식회사,민간,분양,108.83,125,28.0,Apr-24,Dec-24,미준공,,38.012476,127.0699133
오산시,,,경기도 오산시 양산동,비공개,비공개,민간,분양,75.0,209,5.0,,Aug-27,미준공,,37.18976749999999,127.0202533
오산시,,,경기도 오산시 양산동,비공개,비공개,민간,분양,59.0,63,0.0,,Aug-27,미준공,,37.18976749999999,127.0202533
오산시,,,경기도 오산시 양산동,비공개,비공개,민간,분양,59.0,63,0.0,,Aug-27,미준공,,37.18976749999999,127.0202533
오산시,,,경기도 오산시 양산동,비공개,비공개,민간,분양,59.0,187,0.0,,Aug-27,미준공,,37.18976749999999,127.0202533
오산시,,,경기도 오산시 탑동 110-1,한신공영㈜,세교피에프브이,민간,분양,99.0,377,155.0,May-24,Mar-24,미준공,,37.1351768,127.0498044
오산시,,,경기도 오산시 탑동 110-1,한신공영㈜,세교피에프브이,민간,분양,84.0,75,0.0,May-24,Mar-24,미준공,,37.1351768,127.0498044
